
        NUM=6
        return (md5_hash[:NUM], md5_hash[-NUM:])

/Users/me/.virtualenvs/36_bloom_filter/bin/python3 -m cProfile -s cumulative /Users/me/workspace/in_github/semantic_machines/bloom_filter.py ./wordlist.txt
Num false positives:  175
Percent false positives: 0.000516
elements in bitvector: 16777195
sys.getsizeof bitvector: 18842978
num bits set in vector: 664431
         25950133 function calls (25949968 primitive calls) in 15.953 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
    57/27    0.000    0.000    0.000    0.000 sre_parse.py:173(getwidth)
      371    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        7    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
      508    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 enum.py:758(_missing_)
        7    0.000    0.000    0.000    0.000 sre_parse.py:829(fix_flags)
        2    0.000    0.000    0.000    0.000 enum.py:765(_create_pseudo_member_)
        3    0.000    0.000    0.000    0.000 gettext.py:605(gettext)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 gettext.py:567(dgettext)
      138    0.000    0.000    0.000    0.000 sre_parse.py:163(__getitem__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(_get_module_lock)
        3    0.000    0.000    0.000    0.000 gettext.py:501(translation)
        2    0.000    0.000    0.000    0.000 enum.py:837(_decompose)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
      524    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 gettext.py:461(find)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
       24    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        7    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
      164    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
      268    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:208(_verbose_message)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
       95    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(__exit__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
      117    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:153(__exit__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 __init__.py:1143(Manager)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:698(find_spec)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
      479    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:77(acquire)
       92    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:102(release)
        3    0.000    0.000    0.000    0.000 gettext.py:205(_expand_lang)
        6    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
       12    0.000    0.000    0.000    0.000 __init__.py:1284(debug)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 argparse.py:1350(add_argument_group)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:57(__init__)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       52    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 argparse.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1713(basicConfig)
      168    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
       15    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       14    0.000    0.000    0.000    0.000 sre_compile.py:388(_simple)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       35    0.000    0.000    0.000    0.000 types.py:135(__get__)
       12    0.000    0.000    0.000    0.000 __init__.py:1542(isEnabledFor)
      114    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
        3    0.000    0.000    0.000    0.000 argparse.py:1709(_add_action)
       48    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
       55    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
      180    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       56    0.000    0.000    0.000    0.000 sre_parse.py:159(__len__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:838(__exit__)
        2    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1551(_add_action)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        7    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       37    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:834(__enter__)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        3    0.000    0.000    0.000    0.000 argparse.py:1360(_add_action)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
       34    0.000    0.000    0.000    0.000 argparse.py:1274(register)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
       15    0.000    0.000    0.000    0.000 enum.py:872(_power_of_two)
       52    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(spec_from_loader)
        6    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1818(take_action)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(create_module)
       10    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
        6    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:355(__init__)
       66    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       15    0.000    0.000    0.000    0.000 os.py:740(encode)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:402(parent)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        7    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(find_spec)
        2    0.000    0.000    0.000    0.000 argparse.py:1440(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 __init__.py:958(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       30    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       26    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       64    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:297(__enter__)
        1    0.000    0.000    0.000    0.000 argparse.py:2230(_get_values)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        6    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        3    0.000    0.000    0.000    0.000 argparse.py:576(_format_args)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       32    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        8    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:142(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:293(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:1528(getEffectiveLevel)
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(<genexpr>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
       42    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        7    0.000    0.000    0.000    0.000 argparse.py:1278(_registry_get)
        1    0.000    0.000    0.000    0.000 __init__.py:1251(Logger)
       29    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
       33    0.000    0.000    0.000    0.000 enum.py:592(name)
       11    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
      6/5    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
       14    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        1    0.000    0.000    0.000    0.000 bloom_filter.py:51(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:789(__init__)
       14    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        9    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(cb)
        7    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 bloom_filter.py:11(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       41    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:727(exec_module)
        1    0.000    0.000    0.000    0.000 posixpath.py:142(basename)
        1    0.000    0.000    0.000    0.000 re.py:249(escape)
        4    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 bloom_filter.py:7(ByteBitVector)
        1    0.000    0.000    0.000    0.000 argparse.py:889(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1476(_pop_action_class)
        3    0.000    0.000    0.000    0.000 argparse.py:1480(_get_handler)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        4    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1588(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:410(has_location)
        2    0.000    0.000    0.000    0.000 __init__.py:798(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1580(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:218(_requires_builtin_wrapper)
       14    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
        1    0.000    0.000    0.000    0.000 argparse.py:866(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1721(_get_positional_actions)
        4    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getsizeof}
        1    0.000    0.000    0.000    0.000 argparse.py:831(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:2282(_get_value)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1454(addHandler)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       13    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x1009943c0}
       10    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
        1    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 bloom_filter.py:50(BloomFilter)
        3    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:569(format)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 argparse.py:1424(_get_positional_kwargs)
        3    0.000    0.000    0.000    0.000 argparse.py:1489(_check_conflict)
        3    0.000    0.000    0.000    0.000 __init__.py:190(_checkLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1008(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1939(NullHandler)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        4    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        3    0.000    0.000    0.000    0.000 argparse.py:560(_metavar_formatter)
        2    0.000    0.000    0.000    0.000 argparse.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:2073(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2077(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        2    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:949(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1077(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:744(is_package)
        1    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
